Date,Open,High,Low,Close,Adj Close,Volume
2018/11/1,45.040001,45.169998,44.450001,44.900002,43.286205,5398200
2018/11/2,44.98,45,44.330002,44.740002,43.131954,5800200
2018/11/5,44.880001,45.439999,44.849998,45.25,43.623619,5316900
2018/11/6,45.200001,45.68,45.110001,45.669998,44.028522,5054200
2018/11/7,45.779999,47.099998,45.619999,47.009998,45.320358,8829300
2018/11/8,47.049999,47.220001,46.240002,46.580002,44.905819,5475600
2018/11/9,46.560001,47,46.32,46.810001,45.127548,6378300
2018/11/12,46.650002,47.48,46.529999,46.889999,45.204674,5580200
2018/11/13,46.779999,47.380001,46.630001,47.27,45.571018,5165700
2018/11/14,47.099998,47.689999,47.009998,47.400002,45.696342,6180800
2018/11/15,47.25,47.259998,46.560001,47.18,45.484253,7808400
2018/11/16,46.880001,47.200001,46.580002,46.889999,45.786961,7552000
2018/11/19,46.790001,47.18,46.68,47.040001,45.93343,5301300
2018/11/20,47.09,47.330002,46.369999,46.66,45.56237,6324500
2018/11/21,46.5,46.599998,45.540001,45.630001,44.556602,6920800
2018/11/23,45.77,45.869999,45.389999,45.720001,44.644485,2805400
2018/11/26,45.73,45.939999,45.349998,45.650002,44.57613,5739300
2018/11/27,45.639999,46.25,45.490002,46.09,45.005779,6882000
2018/11/28,46.09,46.290001,45.82,46.119999,45.035072,5182600
2018/11/29,46.119999,46.549999,45.650002,46.540001,45.44519,4810900
2018/11/30,46.639999,47.369999,46.509998,47.330002,46.21661,7133600
2018/12/3,47.080002,47.490002,46.869999,47.490002,46.372845,4647500
2018/12/4,47.66,47.889999,47.169998,47.240002,46.128727,7202200
2018/12/6,47.41,47.470001,45.610001,46.52,45.425663,8745600
2018/12/7,46.5,47.549999,46.200001,46.98,45.874844,5786900
2018/12/10,47,47.419998,46.310001,47.220001,46.1092,5023500
2018/12/11,47.400002,47.779999,47.279999,47.560001,46.4412,5526400
2018/12/12,47.560001,47.830002,46.93,47.009998,45.904133,5418900
2018/12/13,47.150002,47.98,47.150002,47.549999,46.431435,5298800
2018/12/14,47.509998,47.720001,47.110001,47.330002,46.21661,3710600
2018/12/17,47.400002,47.68,45.880001,46,44.917896,6726300
2018/12/18,46.200001,46.580002,45.41,45.529999,44.45895,6184700
2018/12/19,45.740002,46.040001,45.080002,45.279999,44.214832,8112000
2018/12/20,45.279999,45.689999,44.48,45.09,44.029305,8836400
2018/12/21,44.939999,46.240002,44.82,45.09,44.029305,12739700
2018/12/24,44.939999,45.259998,42.93,43.02,42.007996,5339800
2018/12/26,43.139999,43.66,42.5,43.639999,42.613411,5686400
2018/12/27,43.599998,43.950001,42.93,43.950001,42.916119,7048100
2018/12/28,44.009998,44.380001,43.759998,43.950001,42.916119,4722700
2018/12/31,43.959999,44.150002,43.43,43.919998,42.886822,4394000
2019/1/2,43.889999,43.950001,43.259998,43.720001,42.691532,5756100
2019/1/3,43.759998,44.689999,43.759998,44.34,43.296947,9405500
2019/1/4,44.119999,44.73,44.040001,44.709999,43.658241,5680700
2019/1/7,44.509998,44.759998,44.18,44.610001,43.560593,5397800
2019/1/8,44.610001,45.970001,44.5,45.880001,44.800716,7246200
2019/1/9,45.799999,46.040001,45.32,45.490002,44.419895,6687600
2019/1/10,45.599998,46.419998,45.380001,46.34,45.249897,4634900
2019/1/11,46.220001,46.790001,45.82,46.610001,45.513546,6137000
2019/1/14,46.189999,46.459999,45.549999,46.16,45.074131,6328900
2019/1/15,46.080002,47.09,46.07,46.790001,45.689312,5433100
2019/1/16,46.529999,46.939999,46.259998,46.869999,45.767426,5475300
2019/1/17,46.860001,47.110001,46.630001,47.07,45.962723,3578600
2019/1/18,47.099998,47.240002,46.889999,47.220001,46.1092,4015400
2019/1/22,46.959999,47.220001,46.490002,47.07,45.962723,5292400
2019/1/23,47.07,47.610001,46.98,47.580002,46.460732,4754800
2019/1/24,47.599998,48,47.18,47.959999,46.831787,4812200
2019/1/25,47.849998,48.169998,47.369999,47.5,46.382607,4862400
2019/1/28,47.509998,47.619999,47.110001,47.43,46.314255,3927000
2019/1/29,47.580002,47.84,47.369999,47.580002,46.460732,5205000
2019/1/30,47.490002,48.119999,47.360001,47.869999,46.743904,3556200
2019/1/31,47.93,48.68,47.560001,48.599998,47.456734,7149000
2019/2/1,48.540001,48.650002,47.939999,48.490002,47.349323,4216100
2019/2/4,48.099998,48.610001,47.810001,48.610001,47.466499,4306300
2019/2/5,48.57,48.810001,48.310001,48.73,47.583672,5116600
2019/2/6,48.57,48.799999,48.400002,48.540001,47.398148,3224100
2019/2/7,48.540001,49.18,48.330002,49.16,48.003559,4178500
2019/2/8,49,49.130001,48.720001,49.119999,47.9645,4033100
2019/2/11,49.049999,49.380001,49.02,49.240002,48.08168,5158600
2019/2/12,49.259998,49.619999,48.93,49.369999,48.208618,3926000
2019/2/13,49.310001,49.349998,49,49.220001,48.062149,3815300
2019/2/14,49.200001,49.450001,48.939999,49.200001,48.042622,4007900
2019/2/15,48.84,48.959999,48.450001,48.560001,48.003078,4647700
2019/2/19,48.540001,48.959999,48.419998,48.919998,48.358948,6270500
2019/2/20,49.02,50,48.75,49.740002,49.169544,9627100
2019/2/21,49.330002,50.349998,49.240002,50.220001,49.644039,8402900
2019/2/22,50.110001,50.540001,49.689999,50.369999,49.792316,7245500
2019/2/25,50.25,50.290001,49.27,49.560001,48.991608,5728100
2019/2/26,49.73,49.799999,49.009998,49.220001,48.65551,6112700
2019/2/27,49.09,49.540001,49.009998,49.380001,48.813675,3288500
2019/2/28,49.360001,49.880001,49.139999,49.689999,49.120117,6105400
2019/3/1,49.790001,50.080002,49.349998,49.98,49.406792,4261600
2019/3/4,50.099998,50.189999,49.619999,50.099998,49.525414,4078700
2019/3/5,50,50.32,49.959999,50.07,49.495758,3951300
2019/3/6,50.23,50.32,49.93,50.130001,49.555073,3603300
2019/3/7,50.27,50.639999,50.169998,50.490002,49.910942,5103300
2019/3/8,50.52,50.91,50.310001,50.900002,50.316242,4039000
2019/3/11,50.91,51.41,50.849998,51.400002,50.810509,5685900
2019/3/12,51.439999,51.82,51.380001,51.68,51.087296,5173100
2019/3/13,51.650002,51.869999,51.470001,51.73,51.136719,4390900
2019/3/14,51.75,51.950001,51.450001,51.529999,50.939014,4696200
2019/3/15,51.48,51.93,51.299999,51.860001,51.265232,8350500
2019/3/18,51.880001,51.919998,51.540001,51.779999,51.186146,4443600
2019/3/19,51.779999,51.790001,50.77,50.990002,50.405209,6250400
2019/3/20,51.029999,51.549999,50.889999,51.18,50.593029,4241000
2019/3/21,51.139999,51.66,51.099998,51.57,50.978554,3091600
2019/3/22,51.73,52.310001,51.560001,51.880001,51.285,6068100
2019/3/25,52,52.200001,51.75,52.049999,51.453049,3043300
2019/3/26,52.099998,52.540001,52,52.529999,51.927544,3253000
2019/3/27,52.57,52.650002,51.990002,52.23,51.630985,3441100
2019/3/28,52.279999,52.32,51.259998,51.349998,50.761078,4552300
2019/3/29,51.470001,51.68,51.209999,51.68,51.087296,6053500
2019/4/1,51.68,51.68,50.98,51.41,50.820389,5059100
2019/4/2,51.5,51.66,51.02,51.639999,51.047752,4050200
2019/4/3,51.599998,51.669998,51.189999,51.5,50.909359,4654600
2019/4/4,51.68,51.689999,50.889999,51.200001,50.612801,3881200
2019/4/5,51.290001,51.709999,51.099998,51.650002,51.05764,3983000
2019/4/8,51.619999,51.700001,51.279999,51.509998,50.919243,3675900
2019/4/9,51.5,51.98,51.419998,51.950001,51.354198,3972500
2019/4/10,51.990002,52.419998,51.700001,51.77,51.176262,4464400
2019/4/11,51.889999,52.23,51.740002,52.119999,51.522247,4481300
2019/4/12,51.959999,52.509998,51.630001,52.5,51.897888,3819300
2019/4/15,52.5,52.810001,52.380001,52.720001,52.115368,4936000
2019/4/16,52.610001,52.98,52.169998,52.389999,51.78915,5586500
2019/4/17,52.5,52.5,52.07,52.16,51.56179,3582300
2019/4/18,52.09,52.450001,51.900002,51.959999,51.364082,3717100
2019/4/22,51.959999,52.200001,51.799999,51.93,51.334427,3290100
2019/4/23,51.959999,52.18,51.450001,51.84,51.245461,4253000
2019/4/24,51.880001,52.369999,51.84,52.23,51.630985,3069600
2019/4/25,52.07,52.630001,51.900002,52.439999,51.838577,2755500
2019/4/26,52.709999,53,52.48,52.540001,51.937431,2810600
2019/4/29,52.439999,52.52,52.040001,52.259998,51.660641,3315100
2019/4/30,52.349998,53.290001,52.18,53.220001,52.609634,7218500
2019/5/1,52.23,53.209999,52.16,52.52,51.91766,6057600
2019/5/2,52.599998,53.110001,52.240002,52.75,52.145023,4842100
2019/5/3,52.889999,53.369999,52.759998,53.240002,52.629406,3490500
2019/5/6,53.16,53.400002,52.849998,53.009998,52.402039,4033800
2019/5/7,53.009998,53.220001,52.639999,52.860001,52.253761,3557800
2019/5/8,52.84,52.990002,52.16,52.200001,51.60133,3965100
2019/5/9,52.259998,52.610001,52.18,52.360001,51.759495,4080500
2019/5/10,52.23,53.419998,52.23,53.369999,52.757912,4165800
2019/5/13,53.299999,54.139999,53.25,54.099998,53.479538,6482400
2019/5/14,53.900002,54.040001,53.509998,53.630001,53.014931,4294500
2019/5/15,53.740002,53.990002,53.599998,53.639999,53.024815,4033100
2019/5/16,53.59,54.279999,53.52,54.060001,53.439999,5262200
2019/5/17,53.07,54,53.009998,53.82,53.82,4847500
2019/5/20,53.990002,54.18,53.799999,54.080002,54.080002,3459500
2019/5/21,54.080002,54.439999,53.849998,53.970001,53.970001,3435000
2019/5/22,54.049999,54.220001,53.889999,54.110001,54.110001,3904700
2019/5/23,54.200001,54.439999,54.049999,54.34,54.34,4640800
2019/5/24,54.400002,54.77,54.290001,54.349998,54.349998,2830100
2019/5/28,54.400002,54.470001,53.459999,53.560001,53.560001,4747900
2019/5/29,53.740002,53.82,52.779999,52.889999,52.889999,3254200
2019/5/30,53,53.34,52.830002,53,53,3254800
2019/5/31,53.099998,53.57,52.970001,53.5,53.5,3925000
2019/6/3,53.5,54.209999,53.360001,54.16,54.16,4210400
2019/6/4,54.09,54.27,53.150002,54.200001,54.200001,3868500
2019/6/5,54.189999,55.049999,54.07,54.810001,54.810001,5624000
2019/6/6,55.049999,55.439999,54.740002,55.380001,55.380001,4727200
2019/6/7,55.529999,55.950001,54.700001,54.709999,54.709999,4097200
